k,H,alpha,eta
3.757497697885879173e+00,1.696810469948210276e+00,2.708396665876433573e-02,1.351394661005556941e+01
5.317556301872060631e-01,4.652019243945336058e+00,1.710358804449439329e+00,6.777570214753685818e+00
3.544340539680111313e+00,4.438676069157545534e+00,5.873944895512377418e-01,4.526647770321162056e+00
4.256070953698787740e+00,3.998774940258538635e+00,1.523317835449193192e+00,1.009933500773980697e+01
2.410475405207751720e+00,1.549467114764254028e+00,1.580010667437913296e+00,9.872228369001758708e+00
2.155202257834158086e+00,3.385194711431458003e+00,6.305457041123772033e-01,1.384100099010340656e+01
3.417681172701744874e+00,3.757212802697841969e+00,7.621253352733341480e-01,7.274372541007553039e+00
3.651543520429534784e+00,4.111361940218444033e+00,7.348180669021606715e-01,6.884624394925840996e+00
8.706716533416339887e-01,2.482326910134224018e+00,9.115796978784493909e-01,1.294054312030449161e+01
1.576218357166555339e+00,1.901840589828718564e-01,1.443574536320237911e-01,1.121138091476347753e+01
3.833485555965533642e+00,2.311265685224408006e+00,1.600426666913201901e+00,9.970997582524283587e+00
4.942555672445117843e+00,9.279319471933225039e-01,7.291719791442488052e-01,1.854178923726195638e+00
2.708847574999551533e+00,1.419599561185765690e+00,1.200275932527600897e+00,8.361982599680732875e+00
3.645262629851270031e+00,1.135686774229712315e+00,1.610273145969492115e+00,1.340883484105846435e+01
4.492655668487822496e+00,4.003415481451311209e+00,6.696464772621120165e-01,1.232862606605188560e+01
2.115127011955569625e+00,5.240572336871462955e-01,1.833815908718203325e+00,6.520390557273850973e+00
1.135053887580397936e+00,2.257862575901434798e+00,1.887752020167306366e+00,1.428775936891562459e+01
4.042734188608601009e+00,3.100536334063690003e+00,1.071542968913827165e+00,4.152040487991658146e+00
4.877512776746543821e+00,3.930435793989874860e+00,7.189758320355021937e-01,8.632153421294052720e+00
3.551749144222737797e+00,3.817910830259943822e+00,1.294001382371505082e+00,1.232283372922689413e+00
1.928940493712422155e+00,1.859197451360535602e+00,3.531197001933696900e-01,1.141519617870915759e+01
3.306096866781265131e+00,4.790870141785030789e+00,4.042516792948487314e-01,1.465740380265159626e+00
4.421880772797047499e+00,4.726458461784579512e+00,7.458108975715433964e-01,1.400982867264530363e+01
2.582061498522397969e+00,4.670764325551188811e+00,1.326352057904304882e+00,6.150958283850647135e+00
4.408883964696857838e+00,1.033222486903005999e+00,8.112990502573518281e-01,8.428318597527427514e+00
1.193399122915495214e+00,3.211078176161165310e+00,6.265630302299673993e-01,1.192310995438413812e+01
2.152646535456707255e+00,3.799857251059195917e+00,1.586843111655002803e+00,7.659435271756589003e+00
1.230399689350222814e-01,9.676316442471599721e-01,1.088521230446855670e+00,7.666215057720227044e+00
3.655027466817081905e+00,3.375567906690403408e+00,1.881531474851641406e+00,1.082796973341508995e+01
2.879270845583736804e+00,3.465443321526200382e+00,1.638344262235450044e+00,4.803861459155778668e+00
2.858070007872504537e+00,3.222206467554078024e+00,1.701857634691597676e+00,5.443933330922076763e+00
2.453734419274332890e+00,1.849502817732238569e+00,3.471914499293138334e-02,8.675888042627397212e+00
3.904667638902403315e+00,3.564870337605762440e+00,1.714378825965607644e+00,8.721122036549655121e+00
9.557841057852874966e-01,2.229618297348012756e+00,1.719945638141600952e+00,1.357507439813585570e+00
4.886083997527921774e+00,1.389381581802854593e-01,1.930933902209552855e-01,9.619681067221852899e+00
2.254262213731649922e+00,1.297617904467551986e+00,1.463949219012325775e+00,1.385911664007933197e+01
2.765110710780596115e+00,9.863917905015828769e-01,5.366240558634962632e-01,1.165876102630940636e+01
1.806416573642186885e+00,3.165722639676261885e+00,4.950347079671177930e-01,2.286469702758267442e+00
3.033264551707013368e+00,2.776798506871225314e+00,1.939641280015274916e+00,1.437397657008471796e+01
2.897944677119986157e+00,2.746616883655416119e-01,5.535692185150355993e-01,9.162465758685595318e+00
3.127864188989007754e+00,1.613266994233305107e+00,1.526174004625958425e+00,1.117851567979965566e+01
7.688969179146011301e-01,1.848312110389607188e+00,1.333251785497443942e+00,1.481792922296281922e+01
2.105336280934127391e+00,3.396523154692193014e+00,1.606061843285894186e+00,1.206353303571468238e+01
1.510490542439372863e+00,3.097934588356025642e+00,1.009522863786336710e+00,7.070310480392759445e+00
4.141871644820960263e+00,3.290750347663414566e+00,1.121519016622531506e+00,1.131927294371664061e+01
3.957042579492698220e+00,1.989598280980768408e+00,1.082134533361851503e-01,2.541154874495594740e+00
1.607825546604228384e+00,3.969241832110637080e+00,1.776639635471027656e+00,7.169850133208665710e+00
4.287486032569642447e+00,5.261113711102265444e-01,3.835739781730340692e-01,2.953910228962280948e-01
4.072736989227029092e+00,2.846593228193524006e+00,5.042924992446937704e-01,1.389068768159082801e+01
1.893228511763489719e+00,1.089970846540772254e+00,3.028413204597790731e-02,1.282090936235787026e+01
7.330367030076277990e-01,5.434088503166465411e-01,7.854992283373276596e-01,1.053019486872982213e+01
2.871421091548971738e+00,2.449080982483304414e+00,1.864581131380105061e+00,7.814454558182078792e+00
5.562971594000105657e-01,2.844936693794494875e+00,1.243541143156101425e+00,1.479353218340587794e+01
1.597595594378222295e+00,3.085958405637978075e+00,6.653912698296715611e-01,1.235543916108651707e+01
1.097102439897777781e+00,4.631222332443926781e+00,9.818794668415686822e-02,4.527442286554025586e+00
2.587352664326576512e+00,4.192951775255688851e+00,1.465968222679367550e+00,1.745944042871240276e+00
2.607619393363208360e+00,2.722940777329432294e+00,1.292708991696489562e+00,1.460903988539906706e+01
2.219474332757509494e+00,2.049438735079325724e+00,1.060982117242714740e-01,1.181035592788434130e+01
2.468421753031383670e+00,4.687155246709970413e+00,5.734242360300199071e-01,4.587131141641489052e+00
2.009578181784117401e+00,1.420267156501354933e+00,2.277492176874318375e-01,1.325275462209820532e+01
2.005200534773994292e+00,3.222278299392434153e+00,6.178796870176876954e-01,4.209372141647996557e+00
8.531426923393891082e-01,2.060488505347619625e+00,9.894365651132863704e-01,1.418950820124497803e+01
4.744313196866620785e+00,3.982740308320094069e+00,8.041372463832157091e-01,5.180900653364092889e+00
2.361236035618476503e+00,2.495412351370720039e+00,8.384816372320704758e-01,8.961675185846843306e+00
3.353576135561033844e+00,2.162998109360763976e+00,1.882944729463903677e+00,7.252571184643445079e+00
3.028491572942261900e+00,4.310970690214268153e+00,1.839008496236170576e+00,2.882589499180860493e+00
8.451472973887758089e-01,3.704770842560297650e-01,4.362513513512895624e-01,1.480287132179754472e+01
2.794750930712657788e-01,5.696578684780021495e-01,1.979700717098780149e+00,6.025685691668172694e+00
2.559094494000667019e+00,2.982315064833206630e+00,1.470727950913382154e+00,1.176462293850250873e+01
2.119875222502831225e+00,1.482891443094671136e+00,8.998263547446749833e-01,4.687249840120961686e+00
8.702901313475397416e-01,4.852139814420758590e+00,1.299874715871571773e-01,1.340545525088283796e+01
2.203842075170479475e+00,3.154320008194176683e+00,1.361098614345703117e+00,5.599958080723391518e+00
4.348634632097911346e-01,4.533499698973357361e+00,7.054980543079449884e-01,5.589882031683038655e+00
1.026510798123580148e+00,2.504148039825908612e+00,1.630273535302561028e+00,4.120224011615648330e+00
2.526859843704156283e+00,2.999315609702308816e+00,4.552895735444884018e-02,2.452363049058810418e+00
4.114818824801365515e+00,3.969760200144370366e+00,2.424960999177727672e-01,6.130713302266995512e+00
3.063899762088979184e+00,4.131384488021264900e+00,2.800539761942792971e-01,8.782139620585519779e+00
2.191683124093416701e+00,2.009848120069954724e-01,1.779922009801246485e+00,5.434339075732586011e-01
1.232036584036223070e+00,1.157058424751421732e+00,4.134478422763394612e-01,6.257003267323518747e-01
2.211000213999568142e+00,4.250455746023790837e+00,1.081307879928214755e+00,3.587604923689601044e+00
3.707708742447332284e+00,3.158067358994779639e+00,1.568415367898039481e-01,1.158164928520744930e+01
1.280917422325614119e+00,4.193364554428622881e+00,1.177117670844998631e+00,1.024414641987637786e+01
4.335412163680137709e+00,3.159688013455236089e+00,1.217520702294856871e+00,1.192529077680548433e+01
3.014502237061163381e+00,3.897652334385377948e+00,1.063076447190808738e+00,1.082663332670701983e+01
4.373159889251610366e+00,4.010764186993531766e+00,1.871160833490782549e+00,1.308296481897269814e+01
2.820521822277919810e+00,2.714129273674260379e+00,7.299344089155428428e-01,1.324387819349349016e+01
2.189794896571648497e+00,1.220038747360992076e-01,1.153972218697215002e+00,4.127258178748299144e+00
1.865142256397926301e+00,2.933398042926329996e+00,1.110593651257443248e-01,1.294491474281246468e+01
3.870326587063465773e+00,4.282872691126006437e+00,4.537102174981426650e-01,9.506654236845147210e+00
1.189155663076501002e+00,1.634639814530548296e+00,4.300133431620136726e-01,2.858875435740537707e+00
4.566851066198944764e-01,2.082285224817268521e+00,1.776901435463543955e+00,1.076140296922621964e+01
1.211152603180234211e+00,4.478017717036803624e+00,1.013864996607164004e+00,4.530602602242478127e+00
1.878630141935684783e+00,3.448141262317444555e-01,1.464586335047306953e+00,1.003817201132626735e+01
2.347755479488278674e+00,4.893616590160525526e+00,1.588475061229469354e+00,1.462146774835506147e+00
2.739384809208078586e-01,2.049785188022483329e+00,1.117332083245274887e-01,6.025776339828078143e+00
2.185790852848028987e+00,4.191814253580511185e+00,9.795145603129800094e-01,1.159763311758570659e+01
1.319352693610476246e+00,1.156929054439943982e+00,3.756094759990369347e-02,4.394148394192892937e+00
4.015792355016317150e-01,2.853030343439633576e+00,1.827588732873006050e+00,2.368502034327760075e+00
4.210884144656043659e+00,3.934328638069500172e+00,1.395042004248841616e+00,5.147777086974264504e-01
3.431459637854521905e+00,3.361353375487365014e+00,1.311025474323128659e-01,3.353342043631318603e+00
2.368190798085840765e+00,2.861800578205606183e+00,1.169913020814011828e+00,9.900105092773566540e+00
4.371959724192716834e+00,3.953679375904912252e+00,8.714497211473395399e-01,2.309966770562853711e+00
1.133403874546589307e+00,2.157008125140284172e+00,1.317604515961074085e+00,1.060392603101747078e+01
2.942701074586931753e+00,6.565947307936609301e-01,7.784512773753780035e-01,8.527278145745228244e+00
2.727112756603615296e+00,6.304459832555995291e-01,6.928614560461445748e-01,1.488727695176325128e+01
4.567161022823158056e+00,3.942414482049017010e-01,1.732804709453507064e+00,1.188447481411121132e+01
1.268604354069221563e+00,4.545100442814835162e+00,3.770775495090268326e-01,9.541823413049732583e-01
4.816529305979189712e-01,3.506061341886423932e+00,1.236916437378266398e+00,1.324774086729149936e+01
7.080948605394573603e-01,4.071486098111589236e+00,3.240170142555907074e-01,7.869908838491480374e+00
3.557610791127963773e-02,4.067344528289285499e+00,4.553265463247346823e-01,1.131905676772299074e+01
3.377120378106739373e+00,3.081702471682483235e+00,1.975161124558842074e+00,8.327820126686289015e+00
2.612671815151466070e+00,3.951944166401135661e+00,9.928456907640512696e-01,6.448869880254728848e+00
3.812302240287107624e-01,2.173948520339446411e+00,1.238917306485645575e+00,8.429490015686692317e+00
2.443440691626120209e+00,3.199168220989817346e+00,3.042628010799124372e-01,9.100661925785562545e+00
3.895509190576637693e+00,7.580548080185547377e-01,1.053571724586019887e+00,4.524926595993095102e-01
8.828856866972341066e-01,4.383858745541449053e+00,9.892488413079498777e-01,6.727862372722500872e+00
2.263524388411570776e+00,3.075068222884959734e+00,6.155469381148293007e-01,2.765069424678591403e+00
3.924413640677021142e+00,2.285067566191000932e+00,9.920893011179467980e-01,1.261273500535616421e+01
4.684809166769129951e-01,3.795699481162367661e+00,4.729329160913171570e-01,1.232870021913559100e+01
3.085636232915384358e+00,4.348297053099093645e+00,5.008268861700453378e-01,8.003671823639576743e+00
1.666145735456758814e+00,4.762974531750674423e+00,1.882167843734725787e+00,6.778053564550265087e+00
4.631081884302421514e-01,1.104397240840810701e+00,1.920302635111297951e+00,3.274145223440489083e+00
1.427070776356021753e+00,3.763478529628946134e+00,1.080425728340892677e+00,3.697506374585093791e+00
2.773304274708805028e+00,3.272180789065983308e+00,2.910919793338972994e-02,1.174253306508874850e+01
2.538837039798446327e+00,3.350930830118926451e+00,5.722905380262801600e-01,1.083380500526361701e+01
4.944993882570124510e-01,2.372278561795774787e-01,1.153936671400714875e+00,3.253378077150528291e+00
5.380759513463952981e-01,1.108843761861252997e+00,1.422600428513822512e+00,7.854896332353850319e+00
